id,gender,age,study_year,program,employment_status,average_grade,daily_screen_time_hours,social_media_hours,sleep_hours,exercise_days_week,pss_1_overwhelmed,pss_2_control_reverse,pss_3_nervous,pss_4_confident_reverse,ds_1_notifications,ds_2_pressure_reply,ds_3_information_overload,ds_4_multitasking,ds_5_sleep_disruption,ds_6_online_comparison,ams_1_enjoy_learning,ams_2_effort,ams_3_career_relevance,ams_4_persistence,ams_5_interest,who_1_cheerful,who_2_calm,who_3_active,who_4_rested,who_5_interested,ea_1_worry,ea_2_tension,ea_3_avoidance,ea_4_concentration_difficulty,academic_satisfaction,research_methods_confidence,help_seeking_intention,perceived_stress_score,digital_stress_score,academic_motivation_score,wellbeing_score,exam_anxiety_score
240,Female,20,4,Applied Psychology,Not employed,8.49,3.6,3.1,7.2,2,4.0,3.0,4.0,3.0,2.0,1.0,1.0,2.0,2.0,3.0,2.0,,2.0,1.0,1.0,3.0,4.0,2.0,3.0,2.0,4.0,4.0,4.0,4.0,2.0,3.0,3.0,3.5,1.8333333333333333,1.5,2.8,4.0
241,Female,21,5,Applied Psychology,Not employed,7.89,4.3,1.1,8.1,4,1.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,4.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,2.0,1.6666666666666667,2.2,2.8,1.0
242,Male,22,3,Applied Psychology,Not employed,8.44,2.7,3.5,7.1,3,5.0,1.0,4.0,1.0,2.0,4.0,3.0,2.0,2.0,3.0,3.0,3.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,3.0,4.0,4.0,4.0,1.0,5.0,1.0,4.75,2.6666666666666665,2.0,1.6,3.75
243,Female,20,2,Applied Psychology,Not employed,8.03,5.4,3.7,5.8,2,4.0,3.0,3.0,4.0,,4.0,5.0,5.0,5.0,4.0,2.0,4.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,5.0,4.0,4.0,3.0,2.0,3.0,4.0,3.0,4.6,3.0,2.2,4.0
244,Female,19,3,Psychology,Not employed,7.51,6.3,3.2,7.4,2,2.0,4.0,2.0,4.0,3.0,3.0,,2.0,3.0,,4.0,2.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0,5.0,1.0,1.0,1.0,2.0,5.0,3.0,,2.0,2.75,3.6,4.2,1.25
245,Male,23,3,Psychology,Part-time,8.67,7.9,3.7,7.1,2,4.0,4.0,1.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,3.0,2.0,2.0,3.0,3.0,5.0,4.0,5.0,2.25,3.6666666666666665,4.2,4.0,2.5
246,Female,24,5,Psychology,Not employed,9.26,5.9,6.1,6.2,3,3.0,3.0,2.0,3.0,4.0,4.0,5.0,5.0,4.0,5.0,,3.0,5.0,,5.0,3.0,5.0,3.0,5.0,2.0,4.0,4.0,5.0,5.0,3.0,4.0,5.0,2.75,4.5,4.333333333333333,3.6,4.5
247,Female,20,4,Applied Psychology,Part-time,8.39,3.8,2.2,7.5,3,4.0,2.0,4.0,,3.0,,3.0,2.0,2.0,2.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,5.0,4.0,2.4,4.2,4.2,2.75
248,Female,21,3,Psychology,Part-time,8.33,6.9,1.9,6.3,4,4.0,4.0,4.0,3.0,4.0,2.0,2.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,2.0,3.0,2.0,2.0,4.0,4.0,2.0,2.0,1.0,,1.0,3.0,3.0,3.25,2.3333333333333335,1.4,3.0,1.6666666666666667
249,Male,25,5,Applied Psychology,Not employed,9.36,5.6,4.1,6.9,3,3.0,5.0,2.0,1.0,4.0,3.0,4.0,3.0,4.0,3.0,5.0,3.0,3.0,5.0,5.0,2.0,3.0,1.0,2.0,1.0,4.0,4.0,4.0,3.0,3.0,5.0,3.0,2.75,3.5,4.2,1.8,3.75
250,Male,21,3,Applied Psychology,Not employed,7.87,3.9,1.0,7.2,3,4.0,3.0,4.0,2.0,2.0,3.0,3.0,3.0,4.0,2.0,3.0,4.0,3.0,2.0,2.0,3.0,1.0,3.0,1.0,1.0,2.0,3.0,1.0,2.0,3.0,2.0,3.0,3.75,2.8333333333333335,2.8,1.8,2.0
251,Male,23,1,Psychology,Part-time,8.34,6.7,3.3,5.9,3,4.0,3.0,3.0,2.0,4.0,5.0,2.0,5.0,4.0,4.0,2.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,5.0,5.0,5.0,4.0,2.0,3.0,3.0,3.5,4.0,2.4,1.2,4.75
252,Male,24,2,Applied Psychology,Part-time,8.99,6.5,2.6,6.3,1,5.0,1.0,5.0,1.0,3.0,4.0,5.0,5.0,4.0,5.0,1.0,,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,5.0,5.0,5.0,5.0,1.0,4.0,2.0,5.0,4.333333333333333,1.25,1.4,5.0
253,Prefer not to say,23,3,Social Sciences,Not employed,8.72,4.6,3.6,7.2,0,1.0,3.0,2.0,4.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.1666666666666665,2.0,2.6,2.75
254,Male,24,4,Applied Psychology,Part-time,6.94,5.4,3.1,6.3,1,1.0,5.0,2.0,3.0,2.0,3.0,1.0,1.0,2.0,1.0,4.0,4.0,1.0,2.0,,4.0,4.0,3.0,4.0,4.0,3.0,3.0,2.0,2.0,,4.0,3.0,1.75,1.6666666666666667,2.75,3.8,2.5
255,Male,18,1,Social Sciences,Not employed,7.35,6.6,1.7,6.3,1,4.0,3.0,2.0,2.0,3.0,,2.0,3.0,2.0,1.0,5.0,3.0,4.0,3.0,4.0,2.0,4.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,3.25,2.2,3.8,2.8,3.25
256,Female,19,1,Applied Psychology,Not employed,7.5,3.3,0.8,8.2,3,4.0,2.0,3.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,4.0,3.0,2.0,3.0,5.0,3.0,3.0,2.0,4.0,5.0,2.0,,2.0,1.0,5.0,3.0,4.0,3.5,1.3333333333333333,3.4,3.4,1.6666666666666667
257,Male,22,2,Applied Psychology,Part-time,7.98,7.5,4.2,6.4,2,4.0,3.0,2.0,2.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,1.0,3.0,1.0,1.0,3.0,4.0,5.0,4.0,3.0,4.0,1.0,3.25,4.333333333333333,3.6,1.8,4.0
258,Female,23,2,Applied Psychology,Not employed,7.18,5.8,3.0,6.0,2,3.0,1.0,5.0,1.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,1.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,,1.0,3.0,2.0,4.5,3.3333333333333335,2.8,1.0,2.0
259,Female,21,3,Psychology,Not employed,8.34,4.9,3.6,5.6,1,3.0,5.0,4.0,4.0,5.0,4.0,5.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,5.0,5.0,4.0,2.0,4.0,2.0,4.0,4.0,4.0,2.5,4.166666666666667,3.2,3.6,3.0
260,Female,22,3,Applied Psychology,Not employed,9.18,7.0,4.9,7.1,0,4.0,,3.0,3.0,4.0,4.0,5.0,,3.0,5.0,3.0,5.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,4.0,,2.0,2.0,2.0,3.3333333333333335,4.2,3.2,1.0,4.0
261,Male,23,5,Applied Psychology,Full-time,7.52,7.1,3.1,6.7,5,3.0,2.0,3.0,4.0,2.0,4.0,4.0,4.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,3.0,4.0,2.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,4.0,2.0,3.0,3.0,2.0,2.8,3.25
262,Male,23,3,Applied Psychology,Not employed,8.43,4.6,1.6,8.5,2,3.0,5.0,3.0,4.0,2.0,1.0,1.0,2.0,1.0,3.0,5.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,5.0,2.0,1.0,2.0,2.0,4.0,4.0,4.0,2.25,1.6666666666666667,3.8,4.0,1.75
263,Female,20,5,Applied Psychology,Not employed,6.68,5.8,2.8,8.5,2,1.0,5.0,1.0,,3.0,4.0,2.0,2.0,1.0,,3.0,5.0,3.0,5.0,3.0,5.0,5.0,5.0,5.0,4.0,1.0,2.0,1.0,2.0,5.0,4.0,2.0,1.0,2.4,3.8,4.8,1.5
264,Male,22,5,Applied Psychology,Full-time,8.04,5.6,4.0,5.8,4,4.0,1.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,4.0,3.0,2.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0,5.0,4.0,4.0,3.0,3.0,4.25,2.5,2.6,5.0,3.25
265,Prefer not to say,27,1,Applied Psychology,Not employed,8.38,6.3,4.1,6.2,2,3.0,4.0,3.0,3.0,5.0,3.0,4.0,4.0,1.0,3.0,1.0,3.0,2.0,4.0,3.0,3.0,2.0,3.0,2.0,3.0,4.0,5.0,2.0,4.0,3.0,4.0,3.0,2.75,3.3333333333333335,2.6,2.6,3.75
266,Female,22,2,Psychology,Not employed,7.42,7.0,2.9,6.1,3,2.0,3.0,2.0,4.0,2.0,5.0,5.0,3.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,3.0,4.0,1.0,3.0,5.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,2.25,3.8333333333333335,4.6,3.2,1.75
267,Female,20,5,Applied Psychology,Not employed,8.01,4.1,1.3,8.1,4,1.0,5.0,3.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,1.0,4.0,2.0,4.0,3.0,3.0,3.0,4.0,3.0,2.0,2.0,1.0,1.0,3.0,4.0,5.0,1.75,2.3333333333333335,2.6,3.2,1.5
268,Female,22,3,Social Sciences,Part-time,8.93,3.9,1.0,8.0,3,3.0,3.0,1.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,5.0,3.0,3.0,4.0,5.0,3.0,,3.0,4.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,2.5,2.1666666666666665,3.6,3.75,2.75
269,Male,25,3,Psychology,Not employed,8.44,4.1,2.8,6.3,1,3.0,3.0,3.0,3.0,4.0,4.0,4.0,2.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,4.0,4.0,2.0,5.0,5.0,3.0,5.0,4.0,4.0,4.0,3.0,3.3333333333333335,5.0,3.4,4.5
270,Female,20,3,Applied Psychology,Full-time,7.76,6.5,2.8,7.3,3,5.0,2.0,5.0,3.0,4.0,5.0,4.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,3.0,2.0,4.0,4.0,5.0,2.0,2.0,3.0,4.25,3.1666666666666665,1.4,2.2,3.75
271,Female,20,1,Psychology,Part-time,6.53,7.0,2.0,8.8,2,,4.0,3.0,4.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,5.0,4.0,4.0,5.0,5.0,5.0,1.0,2.0,2.0,1.0,3.0,3.0,5.0,2.3333333333333335,2.5,3.2,4.6,1.5
272,Female,18,2,Applied Psychology,Not employed,8.04,5.9,3.0,7.6,0,3.0,4.0,2.0,3.0,1.0,2.0,3.0,3.0,2.0,3.0,2.0,1.0,2.0,2.0,1.0,5.0,3.0,2.0,2.0,2.0,5.0,4.0,4.0,5.0,2.0,3.0,2.0,2.5,2.3333333333333335,1.6,2.8,4.5
273,Male,18,4,Applied Psychology,Not employed,8.49,7.4,3.2,6.7,3,2.0,3.0,5.0,3.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,4.0,4.0,5.0,4.0,4.0,3.25,4.166666666666667,4.8,2.8,3.25
274,Male,26,4,Applied Psychology,Part-time,8.04,6.1,2.7,7.7,2,,3.0,5.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,3.0,4.0,4.0,4.0,3.0,2.0,2.0,4.0,3.0,2.0,2.0,4.0,4.0,5.0,4.0,4.0,2.0,3.3333333333333335,1.5,3.6,2.6,3.75
275,Male,18,5,Applied Psychology,Not employed,7.72,4.3,1.7,8.1,1,3.0,3.0,3.0,5.0,2.0,2.0,2.0,1.0,,2.0,5.0,5.0,5.0,5.0,5.0,3.0,4.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,4.0,5.0,4.0,2.5,1.8,5.0,2.8,1.5
276,Prefer not to say,19,1,Psychology,Part-time,9.18,4.3,3.7,7.7,4,2.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,4.0,,2.0,3.0,5.0,3.0,4.0,3.0,5.0,4.0,5.0,2.0,4.0,2.0,3.0,,3.0,4.0,2.75,3.1666666666666665,3.25,4.2,2.75
277,Male,21,1,Social Sciences,Not employed,7.97,5.7,3.6,7.4,3,3.0,2.0,3.0,2.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,5.0,4.0,3.0,4.0,3.0,3.5,4.666666666666667,4.4,3.0,4.0
278,Female,19,4,Applied Psychology,Not employed,8.04,4.6,1.8,7.5,1,2.0,3.0,3.0,3.0,4.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,3.0,3.0,3.0,2.0,4.0,4.0,3.0,5.0,4.0,4.0,4.0,3.0,2.75,2.8333333333333335,1.6,3.0,4.0
279,Female,18,1,Applied Psychology,Not employed,8.51,4.7,3.0,7.5,3,4.0,1.0,3.0,2.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,4.0,2.0,3.0,4.0,3.0,5.0,4.0,4.0,2.0,4.0,4.0,3.8333333333333335,5.0,3.0,4.0
280,Female,21,1,Applied Psychology,Part-time,8.63,6.0,1.1,7.3,4,3.0,3.0,1.0,4.0,2.0,2.0,2.0,3.0,1.0,4.0,4.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,2.0,2.0,2.0,5.0,3.0,5.0,2.25,2.3333333333333335,4.2,5.0,1.75
281,Male,24,5,Psychology,Not employed,8.7,3.4,2.0,7.9,4,4.0,2.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,5.0,5.0,5.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,2.0,3.0,2.0,4.0,2.0,4.25,1.6666666666666667,4.4,3.4,3.25
282,Male,23,2,Psychology,Not employed,8.06,4.6,1.4,5.6,2,4.0,4.0,4.0,3.0,2.0,4.0,,1.0,3.0,2.0,2.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,,3.0,3.0,3.25,2.4,2.6,2.2,2.25
283,Female,21,2,Applied Psychology,Not employed,8.82,3.6,2.2,7.8,4,1.0,4.0,,2.0,3.0,1.0,2.0,2.0,1.0,2.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,1.0,2.0,4.0,2.0,,3.0,5.0,2.3333333333333335,1.8333333333333333,3.6,3.4,2.25
284,Female,23,5,Applied Psychology,Part-time,7.63,3.7,1.9,8.7,3,2.0,3.0,2.0,5.0,2.0,1.0,2.0,3.0,2.0,3.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,1.0,1.0,1.0,1.0,5.0,3.0,5.0,2.0,2.1666666666666665,4.4,4.4,1.0
285,Male,18,2,Applied Psychology,Not employed,8.07,5.9,1.7,7.5,1,3.0,5.0,2.0,5.0,2.0,2.0,1.0,1.0,3.0,1.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0,5.0,3.0,5.0,2.0,2.0,3.0,2.0,4.0,3.0,4.0,1.75,1.6666666666666667,2.8,4.2,2.25
286,Male,21,3,Applied Psychology,Part-time,7.66,3.0,2.3,7.9,1,2.0,4.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,2.0,5.0,2.0,3.0,2.0,2.0,4.0,4.0,2.0,2.5,1.5,3.0,3.6,2.25
287,Female,18,1,Applied Psychology,Not employed,8.45,3.7,3.6,7.9,2,1.0,5.0,2.0,4.0,2.0,1.0,1.0,3.0,3.0,1.0,3.0,5.0,2.0,4.0,2.0,4.0,5.0,4.0,5.0,4.0,2.0,1.0,1.0,2.0,4.0,1.0,5.0,1.5,1.8333333333333333,3.2,4.4,1.5
288,Female,20,5,Applied Psychology,Not employed,7.5,7.0,4.4,5.5,3,5.0,2.0,4.0,2.0,5.0,5.0,4.0,4.0,5.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,4.0,2.0,2.0,2.0,5.0,5.0,4.0,5.0,2.0,5.0,3.0,4.25,4.333333333333333,1.6,2.2,4.75
289,Female,23,1,Applied Psychology,Not employed,8.4,5.1,3.2,6.6,3,3.0,3.0,3.0,4.0,2.0,3.0,2.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,4.0,3.0,4.0,4.0,3.0,2.0,3.0,3.0,1.0,5.0,2.0,3.0,2.75,3.3333333333333335,4.4,3.6,2.25
290,Male,23,5,Applied Psychology,Not employed,8.45,6.9,2.8,7.3,2,3.0,2.0,3.0,3.0,,3.0,3.0,2.0,3.0,2.0,2.0,2.0,,2.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,1.0,3.0,2.0,4.0,4.0,2.0,3.25,2.6,2.0,2.6,2.0
291,Female,23,4,Applied Psychology,Not employed,7.99,5.6,3.2,6.5,2,2.0,3.0,2.0,4.0,2.0,3.0,5.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,2.0,1.0,2.0,3.0,5.0,5.0,3.0,2.25,3.5,3.8,4.6,2.0
292,Male,23,3,Psychology,Part-time,7.46,6.2,1.4,6.0,3,2.0,1.0,4.0,2.0,,2.0,2.0,2.0,3.0,2.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,3.75,2.2,4.4,4.4,3.25
293,Female,22,4,Psychology,Part-time,7.34,6.2,2.1,5.2,2,4.0,2.0,1.0,1.0,5.0,4.0,5.0,5.0,5.0,5.0,3.0,2.0,1.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,5.0,2.0,2.0,3.0,1.0,4.0,1.0,3.5,4.833333333333333,2.4,1.6,3.0
294,Male,22,1,Applied Psychology,Part-time,7.32,5.0,2.7,6.9,5,4.0,2.0,5.0,2.0,2.0,4.0,4.0,5.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,2.0,4.0,5.0,4.0,4.0,1.0,1.0,1.0,4.25,3.8333333333333335,1.0,2.4,4.25
295,Male,21,4,Applied Psychology,Not employed,8.36,4.1,4.8,6.0,1,5.0,2.0,5.0,2.0,3.0,3.0,4.0,5.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,5.0,5.0,5.0,,1.0,3.0,1.0,4.5,3.6666666666666665,1.0,1.4,5.0
296,Male,18,3,Psychology,Not employed,7.97,6.9,1.5,4.6,1,3.0,2.0,5.0,3.0,3.0,5.0,3.0,5.0,3.0,4.0,3.0,5.0,3.0,4.0,3.0,3.0,2.0,1.0,,2.0,4.0,3.0,4.0,4.0,3.0,4.0,1.0,3.75,3.8333333333333335,3.6,2.0,3.75
297,Female,22,2,Applied Psychology,Not employed,7.84,6.7,2.1,7.5,1,3.0,4.0,4.0,4.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,5.0,3.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,2.0,2.0,3.0,5.0,4.0,4.0,5.0,2.75,2.5,3.8,4.0,3.0
298,Female,23,3,Applied Psychology,Part-time,8.96,8.1,3.3,6.0,2,4.0,1.0,4.0,3.0,5.0,3.0,5.0,5.0,5.0,,3.0,3.0,,2.0,1.0,2.0,2.0,1.0,1.0,3.0,,5.0,5.0,5.0,2.0,4.0,3.0,4.0,4.6,2.25,1.8,5.0
299,Male,22,3,Social Sciences,Not employed,7.51,5.8,3.4,6.9,3,3.0,4.0,5.0,3.0,2.0,2.0,1.0,3.0,3.0,4.0,2.0,2.0,3.0,2.0,2.0,1.0,3.0,3.0,2.0,1.0,4.0,3.0,4.0,4.0,1.0,4.0,2.0,3.25,2.5,2.2,2.0,3.75
300,Female,21,4,Applied Psychology,Not employed,8.36,4.1,1.4,7.9,2,1.0,5.0,,5.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,2.0,1.0,1.0,3.0,5.0,5.0,5.0,5.0,5.0,2.0,1.0,1.0,1.0,3.0,4.0,5.0,1.0,1.3333333333333333,2.0,5.0,1.25
